severity,confidence,category,table_name,field_name,league_id,league_name,season,description,count,denominator,rate_pct,vs_benchmark_delta_pct,vs_prev_season_delta_pct,representative_ids,downstream_risk,likely_cause,recommendation
LOW,MEDIUM,shotmap.per_match_extreme,fact_shotmap,shots_per_match,54,Bundesliga,2021/2022,"[core] 每场射门数极端(<3 或 >40),p1=15.0 p50=25.0 p99=41.0",4,306,1.3072,,,,极端场次若为解析截断会低估/高估射门类特征,可能是真实比赛(少射门/加时点球大战多射门)或解析截断,抽样人工核对极端场次
LOW,MEDIUM,shotmap.per_match_extreme,fact_shotmap,shots_per_match,54,Bundesliga,2022/2023,"[core] 每场射门数极端(<3 或 >40),p1=14.0 p50=25.0 p99=41.0",4,306,1.3072,,,,极端场次若为解析截断会低估/高估射门类特征,可能是真实比赛(少射门/加时点球大战多射门)或解析截断,抽样人工核对极端场次
LOW,MEDIUM,shotmap.per_match_extreme,fact_shotmap,shots_per_match,54,Bundesliga,2023/2024,"[core] 每场射门数极端(<3 或 >40),p1=15.0 p50=27.0 p99=45.0",9,306,2.9412,,,,极端场次若为解析截断会低估/高估射门类特征,可能是真实比赛(少射门/加时点球大战多射门)或解析截断,抽样人工核对极端场次
LOW,MEDIUM,shotmap.per_match_extreme,fact_shotmap,shots_per_match,54,Bundesliga,2024/2025,"[core] 每场射门数极端(<3 或 >40),p1=14.0 p50=26.0 p99=40.0",2,306,0.6536,,,,极端场次若为解析截断会低估/高估射门类特征,可能是真实比赛(少射门/加时点球大战多射门)或解析截断,抽样人工核对极端场次
LOW,MEDIUM,shotmap.per_match_extreme,fact_shotmap,shots_per_match,54,Bundesliga,2025/2026,"[core] 每场射门数极端(<3 或 >40),p1=14.0 p50=26.0 p99=42.0",5,306,1.634,,,,极端场次若为解析截断会低估/高估射门类特征,可能是真实比赛(少射门/加时点球大战多射门)或解析截断,抽样人工核对极端场次
LOW,MEDIUM,shotmap.per_match_extreme,fact_shotmap,shots_per_match,55,SerieA,2020/2021,"[core] 每场射门数极端(<3 或 >40),p1=12.0 p50=25.0 p99=41.0",5,380,1.3158,,,,极端场次若为解析截断会低估/高估射门类特征,可能是真实比赛(少射门/加时点球大战多射门)或解析截断,抽样人工核对极端场次
LOW,MEDIUM,shotmap.per_match_extreme,fact_shotmap,shots_per_match,55,SerieA,2021/2022,"[core] 每场射门数极端(<3 或 >40),p1=12.0 p50=26.0 p99=44.0",11,380,2.8947,,,,极端场次若为解析截断会低估/高估射门类特征,可能是真实比赛(少射门/加时点球大战多射门)或解析截断,抽样人工核对极端场次
LOW,MEDIUM,shotmap.per_match_extreme,fact_shotmap,shots_per_match,55,SerieA,2022/2023,"[core] 每场射门数极端(<3 或 >40),p1=14.0 p50=25.0 p99=41.0",4,381,1.0499,,,,极端场次若为解析截断会低估/高估射门类特征,可能是真实比赛(少射门/加时点球大战多射门)或解析截断,抽样人工核对极端场次
LOW,MEDIUM,shotmap.per_match_extreme,fact_shotmap,shots_per_match,55,SerieA,2023/2024,"[core] 每场射门数极端(<3 或 >40),p1=13.0 p50=25.0 p99=38.0",1,380,0.2632,,,,极端场次若为解析截断会低估/高估射门类特征,可能是真实比赛(少射门/加时点球大战多射门)或解析截断,抽样人工核对极端场次
LOW,MEDIUM,shotmap.per_match_extreme,fact_shotmap,shots_per_match,55,SerieA,2024/2025,"[core] 每场射门数极端(<3 或 >40),p1=13.0 p50=24.0 p99=39.0",2,380,0.5263,,,,极端场次若为解析截断会低估/高估射门类特征,可能是真实比赛(少射门/加时点球大战多射门)或解析截断,抽样人工核对极端场次
LOW,MEDIUM,shotmap.per_match_extreme,fact_shotmap,shots_per_match,55,SerieA,2025/2026,"[core] 每场射门数极端(<3 或 >40),p1=14.0 p50=24.0 p99=41.0",4,380,1.0526,,,,极端场次若为解析截断会低估/高估射门类特征,可能是真实比赛(少射门/加时点球大战多射门)或解析截断,抽样人工核对极端场次
LOW,MEDIUM,shotmap.per_match_extreme,fact_shotmap,shots_per_match,87,LaLiga,2021/2022,"[core] 每场射门数极端(<3 或 >40),p1=13.0 p50=23.0 p99=37.0",1,380,0.2632,,,,极端场次若为解析截断会低估/高估射门类特征,可能是真实比赛(少射门/加时点球大战多射门)或解析截断,抽样人工核对极端场次
LOW,MEDIUM,shotmap.per_match_extreme,fact_shotmap,shots_per_match,87,LaLiga,2022/2023,"[core] 每场射门数极端(<3 或 >40),p1=13.0 p50=25.0 p99=44.0",6,380,1.5789,,,,极端场次若为解析截断会低估/高估射门类特征,可能是真实比赛(少射门/加时点球大战多射门)或解析截断,抽样人工核对极端场次
LOW,MEDIUM,shotmap.per_match_extreme,fact_shotmap,shots_per_match,87,LaLiga,2023/2024,"[core] 每场射门数极端(<3 或 >40),p1=12.0 p50=25.0 p99=41.0",4,380,1.0526,,,,极端场次若为解析截断会低估/高估射门类特征,可能是真实比赛(少射门/加时点球大战多射门)或解析截断,抽样人工核对极端场次
LOW,MEDIUM,shotmap.per_match_extreme,fact_shotmap,shots_per_match,87,LaLiga,2024/2025,"[core] 每场射门数极端(<3 或 >40),p1=11.0 p50=24.0 p99=43.0",5,380,1.3158,,,,极端场次若为解析截断会低估/高估射门类特征,可能是真实比赛(少射门/加时点球大战多射门)或解析截断,抽样人工核对极端场次
LOW,MEDIUM,shotmap.per_match_extreme,fact_shotmap,shots_per_match,87,LaLiga,2025/2026,"[core] 每场射门数极端(<3 或 >40),p1=12.0 p50=25.0 p99=40.0",3,380,0.7895,,,,极端场次若为解析截断会低估/高估射门类特征,可能是真实比赛(少射门/加时点球大战多射门)或解析截断,抽样人工核对极端场次
LOW,MEDIUM,team_stats.team_xg_vs_shotmap_xg_delta,fact_team_match_stats,extra_json.expected_goals vs fact_shotmap.xG,47,EPL,2020/2021,"[core] 球队级 team xG 与 shotmap 按队汇总 xG 差值(|diff|>0.3 视为较大),p50=0.003 p95=0.072 p99=0.372",12,760,1.5789,,,,"两路 xG 若系统性不一致,说明其中一路统计口径与另一路不同(如是否含点球/加时)",两个数据源可能包含的射门范围口径不同(如点球大战),确认 team-level xG 与 shot-level xG 求和的口径差异后再决定用哪一路做特征
LOW,MEDIUM,team_stats.team_xg_vs_shotmap_xg_delta,fact_team_match_stats,extra_json.expected_goals vs fact_shotmap.xG,47,EPL,2021/2022,"[core] 球队级 team xG 与 shotmap 按队汇总 xG 差值(|diff|>0.3 视为较大),p50=0.003 p95=0.245 p99=0.496",26,760,3.4211,,,,"两路 xG 若系统性不一致,说明其中一路统计口径与另一路不同(如是否含点球/加时)",两个数据源可能包含的射门范围口径不同(如点球大战),确认 team-level xG 与 shot-level xG 求和的口径差异后再决定用哪一路做特征
LOW,MEDIUM,team_stats.team_xg_vs_shotmap_xg_delta,fact_team_match_stats,extra_json.expected_goals vs fact_shotmap.xG,47,EPL,2022/2023,"[core] 球队级 team xG 与 shotmap 按队汇总 xG 差值(|diff|>0.3 视为较大),p50=0.003 p95=0.096 p99=0.400",10,760,1.3158,,,,"两路 xG 若系统性不一致,说明其中一路统计口径与另一路不同(如是否含点球/加时)",两个数据源可能包含的射门范围口径不同(如点球大战),确认 team-level xG 与 shot-level xG 求和的口径差异后再决定用哪一路做特征
LOW,MEDIUM,team_stats.team_xg_vs_shotmap_xg_delta,fact_team_match_stats,extra_json.expected_goals vs fact_shotmap.xG,47,EPL,2023/2024,"[core] 球队级 team xG 与 shotmap 按队汇总 xG 差值(|diff|>0.3 视为较大),p50=0.003 p95=0.131 p99=0.391",14,760,1.8421,,,,"两路 xG 若系统性不一致,说明其中一路统计口径与另一路不同(如是否含点球/加时)",两个数据源可能包含的射门范围口径不同(如点球大战),确认 team-level xG 与 shot-level xG 求和的口径差异后再决定用哪一路做特征
LOW,MEDIUM,team_stats.team_xg_vs_shotmap_xg_delta,fact_team_match_stats,extra_json.expected_goals vs fact_shotmap.xG,47,EPL,2024/2025,"[core] 球队级 team xG 与 shotmap 按队汇总 xG 差值(|diff|>0.3 视为较大),p50=0.003 p95=0.088 p99=0.268",6,760,0.7895,,,,"两路 xG 若系统性不一致,说明其中一路统计口径与另一路不同(如是否含点球/加时)",两个数据源可能包含的射门范围口径不同(如点球大战),确认 team-level xG 与 shot-level xG 求和的口径差异后再决定用哪一路做特征
LOW,MEDIUM,team_stats.team_xg_vs_shotmap_xg_delta,fact_team_match_stats,extra_json.expected_goals vs fact_shotmap.xG,47,EPL,2025/2026,"[core] 球队级 team xG 与 shotmap 按队汇总 xG 差值(|diff|>0.3 视为较大),p50=0.004 p95=0.167 p99=0.414",15,760,1.9737,,,,"两路 xG 若系统性不一致,说明其中一路统计口径与另一路不同(如是否含点球/加时)",两个数据源可能包含的射门范围口径不同(如点球大战),确认 team-level xG 与 shot-level xG 求和的口径差异后再决定用哪一路做特征
LOW,MEDIUM,team_stats.team_xg_vs_shotmap_xg_delta,fact_team_match_stats,extra_json.expected_goals vs fact_shotmap.xG,53,Ligue1,2020/2021,"[core] 球队级 team xG 与 shotmap 按队汇总 xG 差值(|diff|>0.3 视为较大),p50=0.003 p95=0.076 p99=0.293",7,757,0.9247,,,,"两路 xG 若系统性不一致,说明其中一路统计口径与另一路不同(如是否含点球/加时)",两个数据源可能包含的射门范围口径不同(如点球大战),确认 team-level xG 与 shot-level xG 求和的口径差异后再决定用哪一路做特征
LOW,MEDIUM,team_stats.team_xg_vs_shotmap_xg_delta,fact_team_match_stats,extra_json.expected_goals vs fact_shotmap.xG,53,Ligue1,2021/2022,"[core] 球队级 team xG 与 shotmap 按队汇总 xG 差值(|diff|>0.3 视为较大),p50=0.003 p95=0.196 p99=0.532",24,760,3.1579,,,,"两路 xG 若系统性不一致,说明其中一路统计口径与另一路不同(如是否含点球/加时)",两个数据源可能包含的射门范围口径不同(如点球大战),确认 team-level xG 与 shot-level xG 求和的口径差异后再决定用哪一路做特征
LOW,MEDIUM,team_stats.team_xg_vs_shotmap_xg_delta,fact_team_match_stats,extra_json.expected_goals vs fact_shotmap.xG,53,Ligue1,2022/2023,"[core] 球队级 team xG 与 shotmap 按队汇总 xG 差值(|diff|>0.3 视为较大),p50=0.003 p95=0.155 p99=0.492",18,760,2.3684,,,,"两路 xG 若系统性不一致,说明其中一路统计口径与另一路不同(如是否含点球/加时)",两个数据源可能包含的射门范围口径不同(如点球大战),确认 team-level xG 与 shot-level xG 求和的口径差异后再决定用哪一路做特征
LOW,MEDIUM,team_stats.team_xg_vs_shotmap_xg_delta,fact_team_match_stats,extra_json.expected_goals vs fact_shotmap.xG,53,Ligue1,2023/2024,"[core] 球队级 team xG 与 shotmap 按队汇总 xG 差值(|diff|>0.3 视为较大),p50=0.003 p95=0.155 p99=0.543",13,610,2.1311,,,,"两路 xG 若系统性不一致,说明其中一路统计口径与另一路不同(如是否含点球/加时)",两个数据源可能包含的射门范围口径不同(如点球大战),确认 team-level xG 与 shot-level xG 求和的口径差异后再决定用哪一路做特征
LOW,MEDIUM,team_stats.team_xg_vs_shotmap_xg_delta,fact_team_match_stats,extra_json.expected_goals vs fact_shotmap.xG,53,Ligue1,2024/2025,"[core] 球队级 team xG 与 shotmap 按队汇总 xG 差值(|diff|>0.3 视为较大),p50=0.004 p95=0.187 p99=0.490",18,612,2.9412,,,,"两路 xG 若系统性不一致,说明其中一路统计口径与另一路不同(如是否含点球/加时)",两个数据源可能包含的射门范围口径不同(如点球大战),确认 team-level xG 与 shot-level xG 求和的口径差异后再决定用哪一路做特征
LOW,MEDIUM,team_stats.team_xg_vs_shotmap_xg_delta,fact_team_match_stats,extra_json.expected_goals vs fact_shotmap.xG,53,Ligue1,2025/2026,"[core] 球队级 team xG 与 shotmap 按队汇总 xG 差值(|diff|>0.3 视为较大),p50=0.003 p95=0.192 p99=0.397",13,612,2.1242,,,,"两路 xG 若系统性不一致,说明其中一路统计口径与另一路不同(如是否含点球/加时)",两个数据源可能包含的射门范围口径不同(如点球大战),确认 team-level xG 与 shot-level xG 求和的口径差异后再决定用哪一路做特征
LOW,MEDIUM,team_stats.team_xg_vs_shotmap_xg_delta,fact_team_match_stats,extra_json.expected_goals vs fact_shotmap.xG,54,Bundesliga,2020/2021,"[core] 球队级 team xG 与 shotmap 按队汇总 xG 差值(|diff|>0.3 视为较大),p50=0.003 p95=0.094 p99=0.427",9,611,1.473,,,,"两路 xG 若系统性不一致,说明其中一路统计口径与另一路不同(如是否含点球/加时)",两个数据源可能包含的射门范围口径不同(如点球大战),确认 team-level xG 与 shot-level xG 求和的口径差异后再决定用哪一路做特征
LOW,MEDIUM,team_stats.team_xg_vs_shotmap_xg_delta,fact_team_match_stats,extra_json.expected_goals vs fact_shotmap.xG,54,Bundesliga,2021/2022,"[core] 球队级 team xG 与 shotmap 按队汇总 xG 差值(|diff|>0.3 视为较大),p50=0.003 p95=0.135 p99=0.351",12,612,1.9608,,,,"两路 xG 若系统性不一致,说明其中一路统计口径与另一路不同(如是否含点球/加时)",两个数据源可能包含的射门范围口径不同(如点球大战),确认 team-level xG 与 shot-level xG 求和的口径差异后再决定用哪一路做特征
LOW,MEDIUM,team_stats.team_xg_vs_shotmap_xg_delta,fact_team_match_stats,extra_json.expected_goals vs fact_shotmap.xG,54,Bundesliga,2022/2023,"[core] 球队级 team xG 与 shotmap 按队汇总 xG 差值(|diff|>0.3 视为较大),p50=0.003 p95=0.091 p99=0.397",8,612,1.3072,,,,"两路 xG 若系统性不一致,说明其中一路统计口径与另一路不同(如是否含点球/加时)",两个数据源可能包含的射门范围口径不同(如点球大战),确认 team-level xG 与 shot-level xG 求和的口径差异后再决定用哪一路做特征
LOW,MEDIUM,team_stats.team_xg_vs_shotmap_xg_delta,fact_team_match_stats,extra_json.expected_goals vs fact_shotmap.xG,54,Bundesliga,2023/2024,"[core] 球队级 team xG 与 shotmap 按队汇总 xG 差值(|diff|>0.3 视为较大),p50=0.003 p95=0.148 p99=0.368",8,612,1.3072,,,,"两路 xG 若系统性不一致,说明其中一路统计口径与另一路不同(如是否含点球/加时)",两个数据源可能包含的射门范围口径不同(如点球大战),确认 team-level xG 与 shot-level xG 求和的口径差异后再决定用哪一路做特征
LOW,MEDIUM,team_stats.team_xg_vs_shotmap_xg_delta,fact_team_match_stats,extra_json.expected_goals vs fact_shotmap.xG,54,Bundesliga,2024/2025,"[core] 球队级 team xG 与 shotmap 按队汇总 xG 差值(|diff|>0.3 视为较大),p50=0.003 p95=0.138 p99=0.539",14,611,2.2913,,,,"两路 xG 若系统性不一致,说明其中一路统计口径与另一路不同(如是否含点球/加时)",两个数据源可能包含的射门范围口径不同(如点球大战),确认 team-level xG 与 shot-level xG 求和的口径差异后再决定用哪一路做特征
LOW,MEDIUM,team_stats.team_xg_vs_shotmap_xg_delta,fact_team_match_stats,extra_json.expected_goals vs fact_shotmap.xG,54,Bundesliga,2025/2026,"[core] 球队级 team xG 与 shotmap 按队汇总 xG 差值(|diff|>0.3 视为较大),p50=0.004 p95=0.182 p99=0.432",14,612,2.2876,,,,"两路 xG 若系统性不一致,说明其中一路统计口径与另一路不同(如是否含点球/加时)",两个数据源可能包含的射门范围口径不同(如点球大战),确认 team-level xG 与 shot-level xG 求和的口径差异后再决定用哪一路做特征
LOW,MEDIUM,team_stats.team_xg_vs_shotmap_xg_delta,fact_team_match_stats,extra_json.expected_goals vs fact_shotmap.xG,55,SerieA,2020/2021,"[core] 球队级 team xG 与 shotmap 按队汇总 xG 差值(|diff|>0.3 视为较大),p50=0.003 p95=0.095 p99=0.341",13,757,1.7173,,,,"两路 xG 若系统性不一致,说明其中一路统计口径与另一路不同(如是否含点球/加时)",两个数据源可能包含的射门范围口径不同(如点球大战),确认 team-level xG 与 shot-level xG 求和的口径差异后再决定用哪一路做特征
LOW,MEDIUM,team_stats.team_xg_vs_shotmap_xg_delta,fact_team_match_stats,extra_json.expected_goals vs fact_shotmap.xG,55,SerieA,2021/2022,"[core] 球队级 team xG 与 shotmap 按队汇总 xG 差值(|diff|>0.3 视为较大),p50=0.003 p95=0.080 p99=0.509",15,759,1.9763,,,,"两路 xG 若系统性不一致,说明其中一路统计口径与另一路不同(如是否含点球/加时)",两个数据源可能包含的射门范围口径不同(如点球大战),确认 team-level xG 与 shot-level xG 求和的口径差异后再决定用哪一路做特征
LOW,MEDIUM,team_stats.team_xg_vs_shotmap_xg_delta,fact_team_match_stats,extra_json.expected_goals vs fact_shotmap.xG,55,SerieA,2022/2023,"[core] 球队级 team xG 与 shotmap 按队汇总 xG 差值(|diff|>0.3 视为较大),p50=0.003 p95=0.095 p99=0.596",16,762,2.0997,,,,"两路 xG 若系统性不一致,说明其中一路统计口径与另一路不同(如是否含点球/加时)",两个数据源可能包含的射门范围口径不同(如点球大战),确认 team-level xG 与 shot-level xG 求和的口径差异后再决定用哪一路做特征
LOW,MEDIUM,team_stats.team_xg_vs_shotmap_xg_delta,fact_team_match_stats,extra_json.expected_goals vs fact_shotmap.xG,55,SerieA,2023/2024,"[core] 球队级 team xG 与 shotmap 按队汇总 xG 差值(|diff|>0.3 视为较大),p50=0.003 p95=0.106 p99=0.374",12,760,1.5789,,,,"两路 xG 若系统性不一致,说明其中一路统计口径与另一路不同(如是否含点球/加时)",两个数据源可能包含的射门范围口径不同(如点球大战),确认 team-level xG 与 shot-level xG 求和的口径差异后再决定用哪一路做特征
LOW,MEDIUM,team_stats.team_xg_vs_shotmap_xg_delta,fact_team_match_stats,extra_json.expected_goals vs fact_shotmap.xG,55,SerieA,2024/2025,"[core] 球队级 team xG 与 shotmap 按队汇总 xG 差值(|diff|>0.3 视为较大),p50=0.004 p95=0.157 p99=0.404",15,760,1.9737,,,,"两路 xG 若系统性不一致,说明其中一路统计口径与另一路不同(如是否含点球/加时)",两个数据源可能包含的射门范围口径不同(如点球大战),确认 team-level xG 与 shot-level xG 求和的口径差异后再决定用哪一路做特征
LOW,MEDIUM,team_stats.team_xg_vs_shotmap_xg_delta,fact_team_match_stats,extra_json.expected_goals vs fact_shotmap.xG,55,SerieA,2025/2026,"[core] 球队级 team xG 与 shotmap 按队汇总 xG 差值(|diff|>0.3 视为较大),p50=0.004 p95=0.159 p99=0.468",18,759,2.3715,,,,"两路 xG 若系统性不一致,说明其中一路统计口径与另一路不同(如是否含点球/加时)",两个数据源可能包含的射门范围口径不同(如点球大战),确认 team-level xG 与 shot-level xG 求和的口径差异后再决定用哪一路做特征
LOW,MEDIUM,team_stats.team_xg_vs_shotmap_xg_delta,fact_team_match_stats,extra_json.expected_goals vs fact_shotmap.xG,87,LaLiga,2020/2021,"[core] 球队级 team xG 与 shotmap 按队汇总 xG 差值(|diff|>0.3 视为较大),p50=0.003 p95=0.128 p99=0.454",14,759,1.8445,,,,"两路 xG 若系统性不一致,说明其中一路统计口径与另一路不同(如是否含点球/加时)",两个数据源可能包含的射门范围口径不同(如点球大战),确认 team-level xG 与 shot-level xG 求和的口径差异后再决定用哪一路做特征
LOW,MEDIUM,team_stats.team_xg_vs_shotmap_xg_delta,fact_team_match_stats,extra_json.expected_goals vs fact_shotmap.xG,87,LaLiga,2021/2022,"[core] 球队级 team xG 与 shotmap 按队汇总 xG 差值(|diff|>0.3 视为较大),p50=0.002 p95=0.156 p99=0.455",21,760,2.7632,,,,"两路 xG 若系统性不一致,说明其中一路统计口径与另一路不同(如是否含点球/加时)",两个数据源可能包含的射门范围口径不同(如点球大战),确认 team-level xG 与 shot-level xG 求和的口径差异后再决定用哪一路做特征
LOW,MEDIUM,team_stats.team_xg_vs_shotmap_xg_delta,fact_team_match_stats,extra_json.expected_goals vs fact_shotmap.xG,87,LaLiga,2022/2023,"[core] 球队级 team xG 与 shotmap 按队汇总 xG 差值(|diff|>0.3 视为较大),p50=0.003 p95=0.054 p99=0.298",7,760,0.9211,,,,"两路 xG 若系统性不一致,说明其中一路统计口径与另一路不同(如是否含点球/加时)",两个数据源可能包含的射门范围口径不同(如点球大战),确认 team-level xG 与 shot-level xG 求和的口径差异后再决定用哪一路做特征
LOW,MEDIUM,team_stats.team_xg_vs_shotmap_xg_delta,fact_team_match_stats,extra_json.expected_goals vs fact_shotmap.xG,87,LaLiga,2023/2024,"[core] 球队级 team xG 与 shotmap 按队汇总 xG 差值(|diff|>0.3 视为较大),p50=0.003 p95=0.133 p99=0.322",9,758,1.1873,,,,"两路 xG 若系统性不一致,说明其中一路统计口径与另一路不同(如是否含点球/加时)",两个数据源可能包含的射门范围口径不同(如点球大战),确认 team-level xG 与 shot-level xG 求和的口径差异后再决定用哪一路做特征
LOW,MEDIUM,team_stats.team_xg_vs_shotmap_xg_delta,fact_team_match_stats,extra_json.expected_goals vs fact_shotmap.xG,87,LaLiga,2024/2025,"[core] 球队级 team xG 与 shotmap 按队汇总 xG 差值(|diff|>0.3 视为较大),p50=0.004 p95=0.162 p99=0.403",12,759,1.581,,,,"两路 xG 若系统性不一致,说明其中一路统计口径与另一路不同(如是否含点球/加时)",两个数据源可能包含的射门范围口径不同(如点球大战),确认 team-level xG 与 shot-level xG 求和的口径差异后再决定用哪一路做特征
LOW,MEDIUM,team_stats.team_xg_vs_shotmap_xg_delta,fact_team_match_stats,extra_json.expected_goals vs fact_shotmap.xG,87,LaLiga,2025/2026,"[core] 球队级 team xG 与 shotmap 按队汇总 xG 差值(|diff|>0.3 视为较大),p50=0.003 p95=0.177 p99=0.392",17,760,2.2368,,,,"两路 xG 若系统性不一致,说明其中一路统计口径与另一路不同(如是否含点球/加时)",两个数据源可能包含的射门范围口径不同(如点球大战),确认 team-level xG 与 shot-level xG 求和的口径差异后再决定用哪一路做特征
MEDIUM,HIGH,events.finished_match_no_events,fact_match_events,(table),53,Ligue1,2025/2026,[core] 完赛比赛完全没有 events 记录,1,306,0.3268,,,,无法构建进球时间分布/事件类特征,抓取失败或该场未提供事件数据,"见 field/table coverage 按赛季拆分,判断是否为特定赛季系统性缺失"
MEDIUM,MEDIUM,lineup.sub_in_after_sub_out,fact_match_lineup,sub_in_time/sub_out_time,55,SerieA,2023/2024,[core] sub_in_time 晚于 sub_out_time,1,17692,0.0057,,,4230853,换人时间特征不可信,解析错位,复核
